file|string|en|es|zh|es_php|zh_php
block_iomad_company_admin|ecommerce_help|ecommerce help text|Texto de ayuda para comercio electrónico|电子商务帮助文本|$string['ecommerce_help'] = 'Texto de ayuda para comercio electrónico';|$string['ecommerce_help'] = '电子商务帮助文本';
block_iomad_company_admin|ecommerceenabled|Enable shop access|Habilitar el acceso a la tienda|启用商店访问权限|$string['ecommerceenabled'] = 'Habilitar el acceso a la tienda';|$string['ecommerceenabled'] = '启用商店访问权限';
block_iomad_company_admin|edit_companies_title|IOMAD company settings|Configuración de la empresa IOMAD|IOMAD公司设置|$string['edit_companies_title'] = 'Configuración de la empresa IOMAD';|$string['edit_companies_title'] = 'IOMAD公司设置';
block_iomad_company_admin|edit_licenses|Edit license|Editar licencia|编辑许可证|$string['edit_licenses'] = 'Editar licencia';|$string['edit_licenses'] = '编辑许可证';
block_iomad_company_admin|edit_licenses_title|Edit license|Editar licencia|编辑许可证|$string['edit_licenses_title'] = 'Editar licencia';|$string['edit_licenses_title'] = '编辑许可证';
block_iomad_company_admin|edit_users_title|Edit Users|Editar usuarios|编辑用户|$string['edit_users_title'] = 'Editar usuarios';|$string['edit_users_title'] = '编辑用户';
block_iomad_company_admin|editacompany|Edit a company|Editar una empresa|编辑公司|$string['editacompany'] = 'Editar una empresa';|$string['editacompany'] = '编辑公司';
block_iomad_company_admin|editcompany|Edit company|Editar empresa|编辑公司|$string['editcompany'] = 'Editar empresa';|$string['editcompany'] = '编辑公司';
block_iomad_company_admin|editdepartment|Manage departments|Gestionar departamentos|部门管理|$string['editdepartment'] = 'Gestionar departamentos';|$string['editdepartment'] = '部门管理';
block_iomad_company_admin|editdepartments|Edit department|Departamento de edición|编辑部|$string['editdepartments'] = 'Departamento de edición';|$string['editdepartments'] = '编辑部';
block_iomad_company_admin|editgroup|Edit group|Editar grupo|编辑组|$string['editgroup'] = 'Editar grupo';|$string['editgroup'] = '编辑组';
block_iomad_company_admin|editlicensestitle|Edit Course Allocations|Editar asignación de cursos|编辑课程分配|$string['editlicensestitle'] = 'Editar asignación de cursos';|$string['editlicensestitle'] = '编辑课程分配';
block_iomad_company_admin|editroletemplate|Edit role template|Editar plantilla de rol|编辑角色模板|$string['editroletemplate'] = 'Editar plantilla de rol';|$string['editroletemplate'] = '编辑角色模板';
block_iomad_company_admin|edituser|Edit users|Editar usuarios|编辑用户|$string['edituser'] = 'Editar usuarios';|$string['edituser'] = '编辑用户';
block_iomad_company_admin|educator|Course educator|educador del curso|课程讲师|$string['educator'] = 'educador del curso';|$string['educator'] = '课程讲师';
block_iomad_company_admin|educator_help|Course educators get teacher type roles within company courses.|Los instructores del curso desempeñan funciones similares a las de un profesor dentro de los cursos que imparte la empresa.|课程讲师在公司课程中担任教师角色。|$string['educator_help'] = 'Los instructores del curso desempeñan funciones similares a las de un profesor dentro de los cursos que imparte la empresa.';|$string['educator_help'] = '课程讲师在公司课程中担任教师角色。';
block_iomad_company_admin|educatorreusable|Course educator - reusable|Educador del curso - reutilizable|课程教育者 - 可重复使用|$string['educatorreusable'] = 'Educador del curso - reutilizable';|$string['educatorreusable'] = '课程教育者 - 可重复使用';
block_iomad_company_admin|emailfromraw|Email sent from|Correo electrónico enviado desde|邮件发送自|$string['emailfromraw'] = 'Correo electrónico enviado desde';|$string['emailfromraw'] = '邮件发送自';
block_iomad_company_admin|emailpasswordstask|Email out passwords for newly created IOMAD users|Enviar contraseñas por correo electrónico a los usuarios de IOMAD recién creados.|通过电子邮件发送新创建的IOMAD用户的密码|$string['emailpasswordstask'] = 'Enviar contraseñas por correo electrónico a los usuarios de IOMAD recién creados.';|$string['emailpasswordstask'] = '通过电子邮件发送新创建的IOMAD用户的密码';
block_iomad_company_admin|emailprofileid|External supervisor email field|Campo de correo electrónico del supervisor externo|外部主管电子邮件字段|$string['emailprofileid'] = 'Campo de correo electrónico del supervisor externo';|$string['emailprofileid'] = '外部主管电子邮件字段';
block_iomad_company_admin|emailprofileid_help|Choose the profile field which will contain the email address of a user's manager who does not have an account on the system.|Seleccione el campo de perfil que contendrá la dirección de correo electrónico del gerente de un usuario que no tenga una cuenta en el sistema.|选择个人资料字段，该字段将包含未在系统中注册帐户的用户经理的电子邮件地址。|$string['emailprofileid_help'] = 'Seleccione el campo de perfil que contendrá la dirección de correo electrónico del gerente de un usuario que no tenga una cuenta en el sistema.';|$string['emailprofileid_help'] = '选择个人资料字段，该字段将包含未在系统中注册帐户的用户经理的电子邮件地址。';
block_iomad_company_admin|emailtoraw|Email sent to|Correo electrónico enviado a|已发送邮件至|$string['emailtoraw'] = 'Correo electrónico enviado a';|$string['emailtoraw'] = '已发送邮件至';
block_iomad_company_admin|enableecommerce|Allowed to access shop?|¿Se permite el acceso a la tienda?|可以进入商店吗？|$string['enableecommerce'] = '¿Se permite el acceso a la tienda?';|$string['enableecommerce'] = '可以进入商店吗？';
block_iomad_company_admin|enrol|Enrol|Inscribirse|注册|$string['enrol'] = 'Inscribirse';|$string['enrol'] = '注册';
block_iomad_company_admin|enrolall|Enrol all|Inscriba a todos|全部报名|$string['enrolall'] = 'Inscriba a todos';|$string['enrolall'] = '全部报名';
block_iomad_company_admin|enrolcourse|Self Enrolled Course|Curso de inscripción automática|自学课程|$string['enrolcourse'] = 'Curso de inscripción automática';|$string['enrolcourse'] = '自学课程';
block_iomad_company_admin|enrolcourse_help|This defines how a user will gain access to the course.|Esto define cómo un usuario accederá al curso.|这定义了用户如何获得课程访问权限。|$string['enrolcourse_help'] = 'Esto define cómo un usuario accederá al curso.';|$string['enrolcourse_help'] = '这定义了用户如何获得课程访问权限。';
block_iomad_company_admin|enrolcoursetype|Course enrolment type|Tipo de inscripción al curso|课程注册类型|$string['enrolcoursetype'] = 'Tipo de inscripción al curso';|$string['enrolcoursetype'] = '课程注册类型';
block_iomad_company_admin|enrolled|Users are enrolled onto course by a manager|Los usuarios son inscritos en el curso por un gerente.|用户由经理注册参加课程。|$string['enrolled'] = 'Los usuarios son inscritos en el curso por un gerente.';|$string['enrolled'] = '用户由经理注册参加课程。';
block_iomad_company_admin|enrolunenrollusers|Enrol/unenrol users|Inscribir/darse de baja de usuarios|用户注册/取消注册|$string['enrolunenrollusers'] = 'Inscribir/darse de baja de usuarios';|$string['enrolunenrollusers'] = '用户注册/取消注册';
block_iomad_company_admin|enroluser|User enrolments|Inscripciones de usuarios|用户注册|$string['enroluser'] = 'Inscripciones de usuarios';|$string['enroluser'] = '用户注册';
block_iomad_company_admin|erroredcompanies|<h2>These companies were not added</h2>|<h2>Estas empresas no fueron añadidas</h2>|<h2>这些公司未被添加</h2>|$string['erroredcompanies'] = '<h2>Estas empresas no fueron añadidas</h2>';|$string['erroredcompanies'] = '<h2>这些公司未被添加</h2>';
block_iomad_company_admin|erroredusers|<h2>These users were not added</h2>|<h2>Estos usuarios no fueron añadidos</h2>|<h2>这些用户未被添加</h2>|$string['erroredusers'] = '<h2>Estos usuarios no fueron añadidos</h2>';|$string['erroredusers'] = '<h2>这些用户未被添加</h2>';
block_iomad_company_admin|expireafter|Enrolment expires after (days)|La inscripción vence después de (días)|注册有效期为（天）天。|$string['expireafter'] = 'La inscripción vence después de (días)';|$string['expireafter'] = '注册有效期为（天）天。';
block_iomad_company_admin|expireafter_help|This is the value in days after which the users enrolment is removed once they have completed the course.  If this is set to 0, then the user will not be unenrolled (unless you have set the valid length value which will be used instead).  For licensed courses, the user is removed from the course after whichever is earliest, time after completion or license enrolment length.|Este valor indica los días tras los cuales se elimina la inscripción del usuario una vez finalizado el curso. Si se establece en 0, el usuario no se dará de baja (a menos que se haya configurado un valor de duración válida, que se utilizará en su lugar). En el caso de los cursos con licencia, el usuario se da de baja tras lo que ocurra primero: el tiempo transcurrido desde su finalización o la duración de la inscripción con licencia.|此值表示用户完成课程后，其注册状态将在多少天后被移除。如果设置为 0，则用户不会被取消注册（除非您已设置有效的时长值，该值将用于此目的）。对于付费课程，用户将在完成课程后的时间或付费注册时长达到以下三者中最早的日期后从课程中移除：完成课程后的时间或付费注册时长。|$string['expireafter_help'] = 'Este valor indica los días tras los cuales se elimina la inscripción del usuario una vez finalizado el curso. Si se establece en 0, el usuario no se dará de baja (a menos que se haya configurado un valor de duración válida, que se utilizará en su lugar). En el caso de los cursos con licencia, el usuario se da de baja tras lo que ocurra primero: el tiempo transcurrido desde su finalización o la duración de la inscripción con licencia.';|$string['expireafter_help'] = '此值表示用户完成课程后，其注册状态将在多少天后被移除。如果设置为 0，则用户不会被取消注册（除非您已设置有效的时长值，该值将用于此目的）。对于付费课程，用户将在完成课程后的时间或付费注册时长达到以下三者中最早的日期后从课程中移除：完成课程后的时间或付费注册时长。';
block_iomad_company_admin|expirydate|Expiry date|Fecha de caducidad|到期日|$string['expirydate'] = 'Fecha de caducidad';|$string['expirydate'] = '到期日';
block_iomad_company_admin|exportdepartment|Export department structure|Estructura del departamento de exportaciones|出口部门结构|$string['exportdepartment'] = 'Estructura del departamento de exportaciones';|$string['exportdepartment'] = '出口部门结构';
